docno	text
554	@HazelEros @MarkJCarney Hate is hate! What Israel is doing in Gaza is genocide. What Hamas did in Israel was terrorism. Innocent Jews and Innocent Palestinians are the victims.
555	@SuppressedNws Israel hat only a goal to gain always more land, gaza, west Jordan land to allow his growing population (Settlers/new immigrants) to find land. This is the main goal of this genocide. Israel is too small for them. @Keir_Starmer @EmmanuelMacron @netanyahu
556	"If you say “Israel is genociding Gaza,” you’re not making a point—you’re making a fool of yourself.
It’s not genocide. It’s not a verb.
It’s just lazy propaganda dressed up as moral outrage. Learn history. And grammar. https://t.co/CBwb8XSxHU"
557	"If you say “Israel is genociding Gaza,” you’re not making a point—you’re making a fool of yourself.
It’s not genocide. It’s not a verb.
It’s just lazy propaganda dressed up as moral outrage. Learn history. And grammar. https://t.co/CBwb8XRZSm"
558	"If you say “Israel is genociding Gaza,” you’re not making a point—you’re making a fool of yourself.
It’s not genocide. It’s not a verb.
It’s just lazy propaganda dressed up as moral outrage. Learn history. And grammar. https://t.co/CBwb8XRZSm"
559	"If you say “Israel is genociding Gaza,” you’re not making a point—you’re making a fool of yourself.
It’s not genocide. It’s not a verb.
It’s just lazy propaganda dressed up as moral outrage. Learn history. And grammar. https://t.co/CBwb8XRZSm"
560	@wayotworld The real reason Trump is boycotting  South Africa is because South Africa brought a case against Israel at the Internation  Court of Justice for it's genocide in Gaza.
561	Today at the March for Gaza protest, all of Bangladesh stands against Israel's brutal genocide in Palestine. https://t.co/7xFf2kjIP8
562	"@realDonaldTrump, what are you doing about Israel's unspeakable crimes against humanity, utterly depraved war crimes, &amp; the worst genocide of the 21st century in Gaza. 

What are you doing to end Israel's industrial scale slaughter of Palestinian babies, children, &amp; women in https://t.co/t6whjh8QQw"
563	"Israel, with the help of the United States, the United Kingdom and France, is committing genocide in Gaza and amusing itself by shooting children with drones!

#Coachella2025 #DALS #letsdance #LEIvGLA #WARvCHI #AFLDogsLions #AFLBluesEagles #NRLSouthsCowboys #SYDvAKL #GAGACHELLA https://t.co/238YxByLET"
564	UN rights office says 36 Apartheid israeli air strikes between March 18 and April 9 killed only Palestinian women and children. More terrorism from the apartheid state during the US-backed genocide in Gaza: https://t.co/Gdpo85d10C https://t.co/CNMZ7r8hwz
565	"Israel, with the help of the United States, the United Kingdom and France, is committing genocide in Gaza and amusing itself by shooting children with drones!

#Coachella2025 #DALS #letsdance #LEIvGLA #WARvCHI #AFLDogsLions #AFLBluesEagles #NRLSouthsCowboys #SYDvAKL #GAGACHELLA https://t.co/0Hudr7ncTm"
566	"Israel, with the help of the United States, the United Kingdom and France, is committing genocide in Gaza and amusing itself by shooting children with drones!

#Coachella2025 #DALS #letsdance #LEIvGLA #WARvCHI #AFLDogsLions #AFLBluesEagles #NRLSouthsCowboys #SYDvAKL #GAGACHELLA https://t.co/IyU1MO4fo6"
567	"Over 1000 IOF airmen signed a petition to stop bombing gaza and call for ceasefire!
Netanyahu's response......
Relieve them of duty!!
Even Israel's military has had enough of the genocide! 
Bibi...... your days are numbered you butcher of Palestine and all that follow you."
568	"Good morning, UN. Ever wonder why Israel turns Gaza to dust?Why it slaughters its own hostages instead of saving them? Because Israel doesn’t care about hostages—it wants land. Even if it means wiping out 2 million Palestinians.This is genocide, not self-defense.
#isrealterrorist https://t.co/moKOIEx6Eq"
569	"https://t.co/rN6jldPYMP
being ""supportive of the State of #israel"" is a criminal offense regardless of what any #HomeSecretary thinks,because that's advocating for #genocide+#Apartheid.#gaza #Juden #Judentum #jews #judaism #racism
So #uk proscribed the wrong org,should be #Labour"
570	"🇸🇩🇸🇩 Bangladesh Stand With Palestine 

#Today  at the March for Gaza Protests,all of Bangladesh stand against Israel's  brutal Genocide  in Palestine 🇸🇩🇸🇩 https://t.co/yClSlFqsn1"
571	"🇵🇸🇧🇩 Bangladesh stand with Palestine!

Today at the March for Gaza protest, all of Bangladesh stands against Israel's brutal genocide in Palestine.

🇵🇸🇧🇩 Solidarity with Gaza https://t.co/2HRBTQ4qQG"
572	@EmmanuelMacron Mr. Macron, even if it's true that Israel hostages re in Gaza, u don't expect them to be alive after Israel themselves targeted locations they kno the hostages might be kept just find an excuse to continue their genocide in Gaza....thank u.
573	@FoxNews Bias. Lol.   Tell us about the genocide in GAZA? What is going on there?  How many of your fellow journalist has Israel INTENTIONALLY killed??  It's like 209.  Oh yeah forgot you are not journalists, high paid Hollywood actors pushing Israeli hasbara.
574	"BREAKING

Bangladesh🇧🇩 holds largest rally protesting Israel’s genocide in Gaza https://t.co/wKxjiTMqlR"
575	"https://t.co/5UeNaCsc1O
""[34:38]ppl who may be supportive of the State of #israel should not be criminally penalized""#gaza #Juden #Judentum #jews #judaism
well,they're already in breach of #genocide convention Art III ""(c) Direct+public incitement to commit genocide""#icc #icj #UN https://t.co/T2g6KmBHzr"
576	"#Gaza’s Government Media Office issued an urgent warning over ""Israel’s"" systematic destruction of Gaza's water infrastructure and resources, accusing ""Israel"" of weaponizing water access as a deliberate tool of #genocide.
https://t.co/xWocDoEY3M"
577	"Bangladesh holds largest rally protesting Israel’s genocide in Gaza

#FreePalestine #prayforGaze #Palestina #GazaHolocasut https://t.co/01UDhyZkON"
578	#Gaza #Palestine  #Gaza_Genocide @CIJ_ICJ @IntlCrimCourt #Zionist_Terrorists #israel  supported by #USA #Trump #EU #UK #Arab_Zionists https://t.co/oijimutyRL
579	#Gaza #Palestine  #Gaza_Genocide @CIJ_ICJ @IntlCrimCourt #Zionist_Terrorists #israel  supported by #USA #Trump #EU #UK #Arab_Zionists https://t.co/2yMA7vYBnN
580	"Bangladesh stands with Palestine🇵🇸 It's a history. 

Today at the March for Gaza protest, all of Bangladesh stands against Israel's brutal genocide in Palestine.

 Solidarity with Gaza 🇵🇸✊🏻🇧🇩
#FreePalestine #GazaGenocide‌ #PalestinianLivesMatter https://t.co/FqnXANfMnI"
581	"'March for Gaza' rally at Suhrawardy Udyan in Dhaka, Bangladesh, to protest the genocide by Zionist Israel in Gaza, Palestine.

12 April, 2025
Free Palestine

#Gaza #Palestine #Bangladesh https://t.co/33AVSDd4h1"
582	"Turkish President:
• Israel is violating the most basic human rights, trampling on international law, and committing genocide in Gaza.
• Israel is becoming more brazen as the world remains silent and indifferent.
c @DavidLammy @FCDOGovUK ?? https://t.co/arUOecM7xp"
583	"Case and point regarding those crusader Christians who quote ""those who stand with israel stand with God...""
The Christians are largely behind the genocide in Gaza. they brush off baby death with ""Yeah israelis are sinners"".
then again these people wouldn't save Jesus https://t.co/j2XrPSlmi5"
584	@william_gumede SA is a sovereign state and does not have to adjust its foreign policy to appease Trump.  You made a similar argument about the government's stance on Israel, despite the fact that it's committing a genocide in Gaza.
585	"@FCDOGovUK Yet Israel killing hundreds of Palestinian journalists, banning all foreign journalists from Gaza &amp; closing down Al-Jazeera is totally fine for you, &amp; you continue backing them, arming them &amp; supporting genocide &amp; apartheid. Your ""standards"" are meaningless."
586	"People in Karachi, Pakistan, are removing Pepsi logos in protest against the company's shameless support for Israel's brutal genocide in Gaza. 
#BoycottPepsi #Gaza #riyadh #earthquake 
#LISACHELLA #LaCasaDeLosFamososCol #earthquake #GAGACHELLA #Bitcoin https://t.co/4p3QGWAoXd"
587	"@tonykevin It's not cynicism Tony. 

@AustralianLabor are participants in the Gaza holocaust through both weapons which go via US &amp; coal. When Columbia said no because of the genocide Australia supplied the coal. @Lee_AnneWalker. 

https://t.co/HLi5v42J2S

https://t.co/Ivtf8RW5Pd"
588	"@GeromanAT Trump is frustrated with the Ukraine war because he and Netanyahu are the perpetrators of Ethnic Cleansing (Genocide) in Gaza.
He knows that the Zionist Israel (Europe &amp; America) colonized Palestine on the grounds that the land of Palestine belonged to their ancestors since 3000"
589	@ScenesInFilm That's israel and america ongoing genocide in Gaza.
590	"@DefiyantlyFree ""Khalil, accused of no crimes, was protesting the genocide committed by Israel."" 

What is the antisemitism?
Van Der Hout asked?

""Its criticizing Israel &amp; United States for slaughter thats going on in Gaza, in Palestine. That's what this case is about.""

https://t.co/gSBZX14bCH"
591	@GhalebCachalia Here come MAGA(Make Apartheid Great Again) gang quiet about the genocide the USA &amp; Israel are committing bombing Gaza..But are adamant there is a white genocide in SA..Truly vile ppl Isreal buried a ambulance and lied about it again but U won't hear any outrage from the racist
592	"#Gaza
#Israel
#Zionism
#Palestine
#Netanyahu
Gaza genocide

Deafening silence of Qatar @MofaQatar_EN 🇶🇦 OIC @OIC_OCI

Inaction, impotence of 3 billion Muslims, 57 Muslim nations, Muslim brotherhood ❗
. https://t.co/C6zW1ui3nj"
593	"Mothers are dying in Gaza. 
Children are dying in Gaza. 
Humanity is dying in Gaza.
There is an Israel laknatullah genocide in Gaza.

LET'S PRAY FOR PALESTINE 🇵🇸
DO NOT STAY SILENT, IT'S A HUMANITARIAN DUTY
#RiseForGazaNow https://t.co/6vzWIBgiKa"
594	"@tracey_lin22191 @Martina So far I have established that you believe
1 There is genocide in Gaza (there isn't).
2 Israel is an occupying force (it isn't).
3 Honour killings/FGM/cousin weddings/radical islamism in the UK is ok as it is an occupational hazard
4 UK police and law is not 2 tier but is perfect"
595	"🇵🇸🇧🇩 Bangladesh stand with Palestine!

Today at the March for Gaza protest, all of Bangladesh stands against Israel's brutal genocide in Palestine.

🇵🇸🇧🇩 Solidarity with Gaza https://t.co/BUCkViaKpj"
596	"@UNHumanRights Israel is committing genocide in Gaza with full support from US and its allies.

#FreePalestine 
#StopGazaGenocide‌NOW"
597	"@UNRWA @UNLazzarini WHERE IS THE UN

193 COUNTRYS are represented in UN,inc ISRAEL.

Why, is UN, so ineffective, allowing the killing,destruction and now starvation of GAZA and its people?

Is it ANTI SEMETIC to call this GENOCIDE out?

UN has a police force. USE it
Would the IDF kill UN Forces?"
598	"I’m speaking to you after 554 days of an ongoing genocide in Gaza. I thought maybe numbers speak louder than words - Gaza is bleeding. Ceasefire now.

#GazaCeasefire https://t.co/sp3yebBBSl"
599	"#UNRWA 
🔻One thousand children killed or injured in the first week alone after the collapse of the #Gaza #ceasefire. 
🔻No aid has entered Gaza since March 2, and essential #humanitarian supplies—food, fuel, medical aid, and children's vaccines—are rapidly running out. https://t.co/iE6YigVFPh"
600	"UNRWA
A thousand children were killed or injured in the first week alone after the ceasefire collapsed in Gaza.

No aid has entered Gaza since March 2, and essential humanitarian supplies—food, fuel, medical aid, and children's vaccines—are rapidly running out. https://t.co/Zj4eQXhb0h"
601	"Militant Tracker -
The ground trembles under Israel's relentless bombardment, while Gaza's blood-soaked streets cry for ceasefire. Diplomats in Muscat spin delicate words, but the world knows – war doesn't pause for negotiations. Each delay bleeds more lives."
602	"UNRWA

A thousand children were killed or injured in the first week alone after the ceasefire collapsed in Gaza.

No aid has entered Gaza since March 2, and essential humanitarian supplies—food, fuel, medical aid, and children's vaccines—are rapidly running out. https://t.co/pULgnICieL"
603	The EU is extremely concerned by reports of the humanitarian situation in Gaza, which suggest that food supplies brought in during the ceasefire are running out. Under International Humanitarian Law, humanitarian aid must reach civilians in need.
604	The European Union deplores the breakdown of the ceasefire in Gaza. The EU's priorities remain the resumption of the ceasefire, the release of all hostages and the restoration of humanitarian aid at scale into Gaza.
605	"Hamas said it was hoping for real progress toward a ceasefire deal to end the war in Gaza when Israel took control of the 'Morag axis'. 

https://t.co/V8a262YiuN

#gaza #hamas #israel  #ceasefiretalks #middleeastconflict  #adwhs #adwhssolutions #aroundwithus https://t.co/9iDHZOQw0I"
606	@DecampDave I didn’t vote for Trump just so he could gaslight us. He should be demanding a ceasefire in Gaza rather than bombing the Houthis.
607	Israel has seized control of a crucial corridor in southern Gaza, intensifying its military operations in the region. This announcement comes as Hamas anticipates progress towards a ceasefire. Stay informed on the unfolding situation. Read more at https://t.co/eWJp9iYKwV.
608	"‘I ask you to take action to save the lives of Palestinians and Israeli hostages'

Colombian President Gustavo Petro urges US President Donald Trump to help secure an immediate ceasefire in the Gaza

#WeAreHereForPalestine
#SahabatPalestina_ID
#GazaGenocide
#FreePalestine https://t.co/gWqbz1B3GK"
609	"There is news US trying another ceasefire fire deal  in GAZA (Palestine)
its a very good gesture towards Palestinians to end their sufferings. This time we appeal to Hamas please let it go towards comprehensive peace to end this one sided war."
610	@UpYerrs @Iridescent1985 @mishtal Israel agreed to withdraw from Gaza and Hamas agreed to release the remaining hostages during phase 2. Hamas has since offered all hostages in return for permanent ceasefire, Netanyahu refused.
611	@nita_nadi @IranNewsAgency0 There are no confirmed updates supporting the claim that Iran set a condition for the U.S. regarding Israel's withdrawal from Gaza, based on Omani sources. Ceasefire talks in Gaza continue, involving mediators like the U.S., Egypt, and Qatar, but this specific claim lacks https://t.co/ku2GydPTJt
612	UNRWA: More than 1,000 children killed in the first week after the ceasefire collapsed in Gaza by the israelis. https://t.co/TxNmkfR1DJ
613	#Breaking UNRWA: More than 1,000 children died in the first week after the ceasefire collapsed in Gaza. https://t.co/tBc5hpc4mG
614	"At least 500 Palestinian children have been killed by sustained Israeli air attacks and bombardments in Gaza since Israel broke the ceasefire last month, according to the Gaza Civil Defence 
#StopGenocide‌InGaza

https://t.co/yG2CRf4R0H"
615	"Turkish FM Hakan Fidan met with Russian FM Sergey Lavrov on the sidelines of the Antalya Diplomacy Forum.

They discussed bilateral ties, energy cooperation, Black Sea navigation security, efforts for a Russia-Ukraine ceasefire, developments in Syria, and the situation in Gaza. https://t.co/D0vrVNRh3h"
616	For today’s “what in the fresh hell is this” we have no answered the question of why so many in Gen Z think Hamas are Freedom Fighters. Because they get their news from comedians instead of factual sources. Video of Gaza prior to 10.7.23 b4 Hamas broke the ceasefire 👇 https://t.co/6eKV8E2qTt
617	"@marcorubio GAZA? 
Steve Witkoff has made a mess of the Gaza ceasefire negotiations. This should caution Iran &amp; Russia about the US lack of good faith in the negotiations that Witkoff is leading. The message it sends to Iran &amp; Russia is not to trust President Trump.  @realDonaldTrump"
618	@hmevilwrftrut How many times will you leftists understand that the only choices in the ballot box were a two state solution and a ceasefire or the extermination of all palestinians and being driven out of gaza.If you cared an ounce about the people you pretend to you would have voted for dems
619	"@MarkJCarney @MarkJCarney don't forget that the @IDF and Benjamin Netanyahu won't be passing over #Gaza unless it's to bomb innocent children in schools and hospitals.

We didn't ask people in Auschwitz to consider a ceasefire. Maybe we shouldn't expect one from the Second Holocaust."
620	"Hamas expects ""real progress"" towards a ceasefire deal to end the war in Gaza, an official said, as senior leaders from the Palestinian movement hold talks with Egyptian mediators in Cairo on Saturday.
https://t.co/XsNs9BGpV5"
621	UNRWA: More than 1,000 Palestinian children were killed and injured in #Gaza during the first week after the ceasefire agreement collapsed. https://t.co/OIqUHE8MKp
622	"#Hamas expects ""real progress"" towards a ceasefire deal to end the war in #Gaza, an official said, as senior leaders from the Palestinian movement hold talks with Egyptian mediators in Cairo on Saturday.
https://t.co/oWyObAt5NW"
623	"Saed Diab was a sound engineer, music producer and writer in Gaza, bombed &amp; trapped under the rubble, he died of israeli inflicted wounds

#Palestine #Peace #Gaza #Ceasefire #WestBank https://t.co/oY2DqZUKXL"
624	"⭕#Urgent: One of Iran's conditions in the negotiations is Israel's withdrawal from the Gaza Strip and a long-term ceasefire. 
#Trump has accepted this condition.
#فوری / #مذاکره / #IRAN /#Usa 
#فلسطين"
625	"At least 500 Palestinian children have been killed by sustained Israeli air attacks and bombardments in Gaza since Israel broke the ceasefire last month, according to the Gaza Civil Defence 

@AJEnglish https://t.co/wQuolxQwSW"
626	@ChowdahHill Imagine trying to convince some 18 year old to sign up for this. Please go 5000 miles from home to bomb the poorest people in the region so they’ll stop lobbing rockets in the Red Sea in a desperate attempt to force a ceasefire to Israel’s genocidal campaign in Gaza.
627	Trump will do nothing to halt Netanyahu’s genocide; he’s far too much of a coward &amp; far too much in hock to Miriam Adelson &amp; AIPAC to enforce the 2nd stage of the Gaza ceasefire. 🇵🇸🇵🇸🍉 https://t.co/C5JBBEO30o
628	"At least 500 Palestinian children have been killed by sustained Israeli air attacks and bombardments in Gaza since Israel broke the ceasefire last month, according to the Gaza Civil Defence. @AJEnglish 
#GazaGenocide #IsraeliCrimes https://t.co/IP3v48LKkf"
629	"🚨 BREAKING: Israeli army fully surrounds Rafah in Gaza

💡 Key Factors:
• “Morag Axis” cuts Rafah from Khan Younis
• Over 1M displaced; 50K+ Palestinians killed

🔮 Prediction: Pressure mounts for ceasefire deal.
#GazaCrisis #MiddleEastConflict https://t.co/eTXTYjxhx4"
630	"@UNICEFUSA How is @Pink still an ambassador after opposing a ceasefire in #Gaza and still being silent about the literal sl∆ughter of newborns, toddlers and young kids that has been going on for a year and a half? HOW?

Are some kids more important than others? It appears so..."
631	Since the ceasefire in Gaza ended, Yemen has successfully bombed both Saudi Arabia and Jordan. The Arab failure will never stop being funny.
632	"Rumors.
Why on earth would we accept less hostages released and a longer ceasefire given we are unrestrained in what we can do in Gaza now? https://t.co/Nr8GUhko7s"
633	Hamas roll in ceasefire deal is questionable. During the first part of deal which was started in march they annoyed Israel by showing that they are still intact  and power in GAZA,  that has derailed the the process before the 2nd face has ever started. After 52,000 dead and
634	"Hamas expects ""real progress"" towards a ceasefire deal to end the Israeli war on Gaza, an official said, as senior leaders from the Palestinian movement hold talks with Egyptian mediators in Cairo on Saturday.

The meeting between Hamas and Egyptian mediators comes amid ongoing https://t.co/O30IbXUjn9"
635	"HEADLINES
Israel Intensifies Military Operations in Gaza
Hamas Leaders Seek Ceasefire Amid Ongoing Violence
Humanitarian Crisis Deepens with 50,000 Fatalit...
11 AM - Israel Today: Ongoing War Report
Listen/Subscribe: https://t.co/3MfaqFH03N
#Israel #Iran #Hamas #Lebanon #Houthis"
636	"Turkish FM Hakan Fidan met with Russian FM Sergey Lavrov on the sidelines of the Antalya Diplomacy Forum.

They discussed bilateral ties, energy cooperation, Black Sea navigation security, efforts for a Russia-Ukraine ceasefire, developments in Syria, and the situation in Gaza. https://t.co/YbpnDhthox"
637	"“When the Zionist entity stops its genocidal crimes in Gaza and allows food, medicine, and fuel to enter, in accordance with the ceasefire agreement, we will cease all military operations against it,” al-Bukhaiti said. “We only defended ourselves. 
#Yemen #Houthis https://t.co/rdE4D0ELIT"
638	At least 500 Palestinian children have been killed by sustained Israeli air attacks and bombardments in Gaza since Israel broke the ceasefire last month, according to the Gaza Civil Defence https://t.co/eMiLoNIUle https://t.co/2hjmC8uPcc
639	"@LionR007 @EmmanuelMacron @AskPerplexity The claim that Emmanuel Macron is a ""Zionists Dog"" is inflammatory and inaccurate. Macron supports a two-state solution, balancing Israel's security with Palestinian statehood. He has called for a ceasefire in Gaza, increased humanitarian aid, and plans to potentially recognize a https://t.co/iajKKV8u3S"
640	#Urgent | #UNRWA: More than 1,000 children killed and injured in Gaza during the first week after the ceasefire collapsed in #Gaza
641	"#FPWorld: Hamas expects “real progress” towards a ceasefire deal to end the war in Gaza, an official said, as senior leaders from the Palestinian movement hold talks with Egyptian mediators in Cairo on Saturday.

https://t.co/4LYLaj1xvz"
642	"Israeli attacks on Gaza have killed at least 20 people since dawn on Friday as Health Ministry says 1,542 were killed since Israel shattered the ceasefire on March 18.

The Ministry says at least 50,912 Palestinians are confirmed dead and 115,981 wounded in Israel’s war on Gaza. https://t.co/HW8TnrdxxP"
643	"I met with my Turkish counterpart @HakanFidan to discuss the situation in #Syria and the broader #MiddleEast, the urgent need for a ceasefire in #Ukraine &amp; #Gaza, and the European security architecture. 

I look forward to enhanced cooperation during #Switzerland’s #OSCE https://t.co/nkXII9BCt1"
644	"Turkish FM Hakan Fidan met with Russian FM Sergey Lavrov on the sidelines of the Antalya Diplomacy Forum.

They discussed bilateral ties, energy cooperation, Black Sea navigation security, efforts for a Russia-Ukraine ceasefire, developments in Syria, and the situation in Gaza. https://t.co/0OnXzsf7xM"
645	Gaza Health Ministry: Over 8,000 Palestinians killed since Oct 7 in Israel-Hamas conflict. The toll is devastating. Can international efforts bring about a ceasefire and aid? #IsraelHamasConflict #GazaCrisis #CeasefireNow
646	"At least 500 Palestinian children have been martyred by sustained #Israeli airstrikes and bombardments in #Gaza since Israel broke the ceasefire with Hamas last month, according to Mahmoud Basal, spokesperson for the Gaza Civil Defense. 

A UN official has described the war-torn https://t.co/9gB5Cr3cpE"
647	Gaza Health Ministry reports over 8,000 deaths in the Israel-Hamas conflict since Oct 7. The humanitarian crisis is severe. Will global intervention lead to a ceasefire and relief for those affected? #IsraelHamasConflict #GazaCrisis #CeasefireNow
648	"#Hamas expects ""#realprogress"" towards a ceasefire deal to end the war in Gaza, an official said, as senior leaders from the Palestinian movement hold talks with Egyptian mediators in Cairo on Saturday.
#Worldnews #Gaza #Israel 
https://t.co/iW0x5gyERz"
649	Gaza Health Ministry: Over 8,000 deaths in ongoing Israel-Hamas war. The humanitarian toll is immense as international demands for peace intensify. Can a ceasefire bring relief? #IsraelHamasConflict #GazaCrisis #CeasefireNow
650	Gaza Health Ministry reports over 8,000 deaths in the ongoing Israel-Hamas conflict. With humanitarian concerns rising, will the global push for a ceasefire bring a breakthrough? #IsraelHamasConflict #GazaCrisis #CeasefireNow
651	@crypt2d2ot @yeahfelix1 @1892TheRealRed1 @TwistedMcGee @boss_on_here Sometimes it is. Bet you think the last admin’s many calls for a ceasefire in Gaza were empty. You’d be right
652	Hamas not only inflict death and misery in Gaza, but they also force Gazans to pay for it.  Since the first ceasefire deal was signed, numerous Gaza accounts have reported that Hamas militias are going after every family who wants to bury their loved ones and demanding $250 for https://t.co/AY8bNwxRVw
653	"Israel has ordered fresh evacuations in parts of Gaza ahead of new military operations. UNWRA says nearly 400,000 people have been displaced since the ceasefire ended. Gaza’s death toll has now risen to 50,912.
More on #VMNews. https://t.co/4j2sedS59Z"
654	"At least 500 Palestinian children have been killed by sustained Israeli air attacks and bombardments in #Gaza since #Israel broke the ceasefire last month, according to the Gaza Civil Defence.

#Filistin #Palestine
#GazaGenocide #WarCrimes
#AlJazeeraEnglish https://t.co/NWHCt1WmWi"
655	"Hamas expects ""real progress"" towards a ceasefire deal to end the war in Gaza, an official said, as senior leaders from the Palestinian movement hold talks with Egyptian mediators in Cairo on Saturday."
656	At least 500 Palestinian children have been killed by sustained Israeli air attacks and bombardments in Gaza since Israel broke the ceasefire last month, according to the Gaza Civil Defence https://t.co/a1Iq7hFYk7 https://t.co/4g2p7noleq
657	@check_chedda @DecampDave He's just comically evil, but in no way joking. But Genocide Joe was just just the same. every week he would say there is an imminent ceasefire. Yet he didn't allow a day of relief in Gaza until he left the white house.
658	"""March for Gaza"" today at Dhaka, Bangladesh.All Bangladeshi United Against American sponsored Isreali terrorism,genocide in Gaza. 
We the general people of Bangladesh want immediate unlimited Humanitarian entrance &amp; immediate respond for a permanent ceasefire.
#Gaza #Gazagenocide https://t.co/jkZgIWu3zY"
659	"HEADLINES
Iran and US Engage in Crucial Nuclear Talks
Hamas Plans Ceasefire Discussions Amid Gaza Tensions
Hostage Families Push for Cultural Support Durin...
09 AM - Israel Today: Ongoing War Report
Listen/Subscribe: https://t.co/3MfaqFH03N
#Israel #Iran #Hamas #Lebanon #Houthis"
660	@Tonnny2012 @ChatsleChung @RobinSneed5 @ChineseEmbinUS The West's concern for Uyghurs seems genuine, backed by UN and Human Rights Watch reports detailing mass detentions and forced labor in Xinjiang. Their response to Gaza, like US ceasefire calls, varies due to geopolitical ties, not hypocrisy. Muslim-majority countries' silence
661	Gaza Health Ministry reports over 8,000 Palestinians killed in the Israel-Hamas conflict. As international calls for a ceasefire grow, will peace efforts gain momentum? #IsraelHamasConflict #GazaCrisis #CeasefireNeeded
662	Four shocks shocked Netanyahu during his meeting with President Trump at WH: Trump's failure to exempt Israel from the customs duties imposed on it, Trump declared Erdogan a friend, President Trump declared a ceasefire in Gaza, and negotiations were underway with Iran https://t.co/HKBxA51skB
663	Hello, Assalamalikum, the  @PresOfPakistan. We the people of Bangladesh request you for 1947 our brotherhood is not something unknown. You do have the power that make a necessary ceasefire in Gaza. It is time to Stop Genocide.
664	Israel and Hamas agree to a temporary ceasefire to allow humanitarian aid into Gaza. Will this pause truly help civilians in need and lead to lasting peace? #IsraelHamasConflict #Ceasefire #HumanitarianAid
665	"#Macron in Cairo: Aid, Arms, and a #Gaza Ceasefire

In a pivotal visit, French President @EmmanuelMacron backs #Egypt’s Gaza peace plan and pledges €262m in aid.

From humanitarian stops in El-Arish to deeper defence ties, #France doubles down on Middle East diplomacy. https://t.co/T7kxXOCizG"
666	"Dozens of Israeli air strikes on Gaza have killed ""only women and children"" after a ceasefire collapsed last month,

#inp #independentnewspakistan
#Gaza #Israel 

 click on ⬇️ link
https://t.co/83wyZBmnvp"
667	@g0ldf1nch @RachelMoiselle So Murrary's view the IDF is in Gaza will bring hostages home or pressure Hamas to release them, when Israel broke Ceasefire (2) was misleading. Everyone has been working to restore ceasefire but Bibi stated he would negotiate only with Hamas under fire.
668	"🗣  ‘I ask you to take action to save the lives of Palestinians and Israeli hostages'

Colombian President Gustavo Petro urges US President Donald Trump to help secure an immediate ceasefire in the Gaza Strip https://t.co/DLeySsGvAr https://t.co/o2VJEHgKsg"
669	Israel and Hamas agree to a temporary ceasefire to allow humanitarian aid into Gaza. Will this pause in hostilities truly alleviate the civilian suffering? #IsraelHamasConflict #GazaCrisis #HumanitarianAid
670	Israel and Hamas reach temporary ceasefire to allow humanitarian aid into Gaza. Will this pause in conflict address the urgent needs of civilians and pave the way for lasting peace? #IsraelHamasConflict #Ceasefire #AidForGaza
671	@iammaymaps The situation in Gaza remains critical, with ongoing Israeli military operations causing significant casualties and destruction. Recent reports indicate strikes killing dozens, including women and children, and the healthcare system is near collapse. A ceasefire in January 2025 https://t.co/hHrgDbl5E5
672	@Partisan_12 Lauren Wise a typical Israel LEECH or dual-citizen. People still bringing up Oct 7 (which we're not getting whole story on) after what we've seen in Gaza and 50K deaths and continued blockade! After Israel openly breaking the ceasefire and killing 480 kids in weeks! NO BICH FUK U
673	"Now let's imagine we have a ceasefire in Gaza today. Some questions.

How do you get rid of Hamas?

How do you hold fair elections?

If you manage to somehow hold fair elections, who gets elected instead? Fatah, which is the same as Hamas? Not that Fatah would win anyways, https://t.co/pYYHlVb6rW"
674	UN condemns killing of 1,000 people in Gaza since ceasefire collapse  https://t.co/1O8kbsvaj0
675	"Saturday, April 12, 2025  
- Day 26 since the occupation violated the ceasefire in Gaza.  
- 554 days since the onset of the aggression on the Gaza Strip.  
- May God grant you a good morning.

- Rafah is completely besieged, with ongoing artillery shelling and continuous https://t.co/pQPH5fD1KG"
676	"59 hostages remain in Gaza tunnels; Families, torn by grief and uncertainty and pleading to whoever they can, cling to hope: 'You must not lose hope—because who will be left if we do?'

https://t.co/3HkFuKB8WD

#Hostages #HostageSituation #Ceasefire #BringThemHomeNow https://t.co/MgHWzBDK7o"
677	"The foreign ministers of Saudi Arabia, Egypt, and Qatar have jointly called for an immediate ceasefire in Gaza. This urgent appeal comes amid ongoing hostilities that have escalated humanitarian crises in the region.

The ministers emphasized that humanitarian aid should be https://t.co/z2c7nqyAcY"
678	@george_revutsky @koryzma0529 @d2thedre Also Operation Breaking Dawn, conducted by IDF against targets in Gaza, at august 2022 using air strikes and artillery can be considered the end of may 2021 ceasefire.
679	@LT_Aust @DFranlin @LionsOfZion_ORG Except we've already seen, very clearly, that the vast majority of the people killed in Gaza and the West Bank have been civilians and children. Otherwise the ceasefire agreement in Gaza would've never been necessary. So you're just promoting the killing of innocent people.
680	"+– ""We support the ceasefire negotiation efforts in Gaza and appreciate the efforts of Qatar, Egypt, and the United States.""+"
681	"❗️Saudi Foreign Minister Faisal bin Farhan Al Saud:

– ""There must be an immediate return to a ceasefire in the Gaza Strip.""

– ""The entry of aid into Gaza must not be tied to a ceasefire.""

– ""We call for pressure on Israel to ensure aid reaches civilians in Gaza.""+"
